question,answer,source,type,track
"In a search engine, given partial data on what the user has typed, how would you predict the user’s eventual search query?","Based on the past frequencies of words shown up given a sequence of words, we can construct conditional probabilities of the set of next sequences of words that can show up (n-gram). The sequences with highest conditional probabilities can show up as top candidates.
To further improve this algorithm,
we can put more weight on past sequences which showed up more recently and near your location to account for trends
show your recent searches given partial data",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Given a database of all previous alumni donations to your university, how would you predict which recent alumni are most likely to donate?","Based on frequency and amount of donations, graduation year, major, etc, construct a supervised regression (or binary classification) algorithm.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
 You’re Uber and you want to design a heatmap to recommend to drivers where to wait for a passenger. How would you approach this?,"Based on the past pickup location of passengers around the same time of the day, day of the week (month, year), construct
Ask someone for more details.
Based on the number of past pickups
account for periodicity (seasonal, monthly, weekly, daily, hourly)
special events (concerts, festivals, etc.) from tweets",https://github.com/kojino/120-Data-Science-Interview-Questions,,
How would you build a model to predict a March Madness bracket?,"One vector each for team A and B. Take the difference of the two vectors and use that as an input to predict the probability that team A would win by training the model. Train the models using past tournament data and make a prediction for the new tournament by running the trained model for each round of the tournament
Some extensions:
Experiment with different ways of consolidating the 2 team vectors into one (e.g concantenating, averaging, etc)
Consider using a RNN type model that looks at time series data.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"You want to run a regression to predict the probability of a flight delay, but there are flights with delays of up to 12 hours that are really messing up your model. How can you address this?","This is equivalent to making the model more robust to outliers.
See Q3.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Bobo the amoeba has a 25%, 25%, and 50% chance of producing 0, 1, or 2 o spring, respectively. Each of Bobo’s descendants also have the same probabilities. What is the probability that Bobo’s lineage dies out?",p=1/4+1/4p+1/2p^2 => p=1/2,https://github.com/kojino/120-Data-Science-Interview-Questions,,
" In any 15-minute interval, there is a 20% probability that you will see at least one shooting star. What is the proba- bility that you see at least one shooting star in the period of an hour?","1-(0.8)^4. Or, we can use Poisson processes",https://github.com/kojino/120-Data-Science-Interview-Questions,,
How can you generate a random number between 1 - 7 with only a die?,"Launch it 3 times: each throw sets the nth bit of the result.
For each launch, if the value is 1-3, record a 0, else 1. The result is between 0 (000) and 7 (111), evenly spread (3 independent throw). Repeat the throws if 0 was obtained: the process stops on evenly spread values.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
How can you get a fair coin toss if someone hands you a coin that is weighted to come up heads more often than tails?,"Flip twice and if HT then H, TH then T.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
You have an 50-50 mixture of two normal distributions with the same standard deviation. How far apart do the means need to be in order for this distribution to be bimodal?,more than two standard deviations,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Given draws from a normal distribution with known parameters, how can you simulate draws from a uniform distribution?",plug in the value to the CDF of the same random variable,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"A certain couple tells you that they have two children, at least one of which is a girl. What is the probability that they have two girls?",3-Jan,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"You have a group of couples that decide to have children until they have their first girl, after which they stop having children. What is the expected gender ratio of the children that are born? What is the expected number of children each couple will have?",gender ratio is 1:1. Expected number of children is 2. let X be the number of children until getting a female (happens with prob 1/2). this follows a geometric distribution with probability 1/2,https://github.com/kojino/120-Data-Science-Interview-Questions,,
How many ways can you split 12 people into 3 teams of 4?,the outcome follows a multinomial distribution with n=12 and k=3. but the classes are indistinguishable,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Your hash function assigns each object to a number between 1:10, each with equal probability. With 10 objects, what is the probability of a hash collision? What is the expected number of hash collisions? What is the expected number of hashes that are unused.","the probability of a hash collision: 1-(10!/10^10)
the expected number of hash collisions: 1-10*(9/10)^10
the expected number of hashes that are unused: 10*(9/10)^10",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"You call 2 UberX’s and 3 Lyfts. If the time that each takes to reach you is IID, what is the probability that all the Lyfts arrive first? What is the probability that all the UberX’s arrive first?","Lyfts arrive first: 2!*3!/5!
Ubers arrive first: same",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"I write a program should print out all the numbers from 1 to 300, but prints out Fizz instead if the number is divisible by 3, Buzz instead if the number is divisible by 5, and FizzBuzz if the number is divisible by 3 and 5. What is the total number of numbers that is either Fizzed, Buzzed, or FizzBuzzed?",100+60-20=140,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"On a dating site, users can select 5 out of 24 adjectives to describe themselves. A match is declared between two users if they match on at least 4 adjectives. If Alice and Bob randomly pick adjectives, what is the probability that they form a match?",24C5*(1+5(24-5))/24C5*24C5 = 4/1771,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"A lazy high school senior types up application and envelopes to n different colleges, but puts the applications randomly into the envelopes. What is the expected number of applications that went to the right college?",1,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Let’s say you have a very tall father. On average, what would you expect the height of his son to be? Taller, equal, or shorter? What if you had a very short father?",Shorter. Regression to the mean,https://github.com/kojino/120-Data-Science-Interview-Questions,,
What’s the expected number of coin flips until you get two heads in a row? What’s the expected number of coin flips until you get two tails in a row?,,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Let’s say we play a game where I keep flipping a coin until I get heads. If the first time I get heads is on the nth coin, then I pay you 2n-1 dollars. How much would you pay me to play this game?",less than $3,https://github.com/kojino/120-Data-Science-Interview-Questions,,
" You have two coins, one of which is fair and comes up heads with a probability 1/2, and the other which is biased and comes up heads with probability 3/4. You randomly pick coin and flip it twice, and get heads both times. What is the probability that you picked the fair coin?",13-Apr,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"You have a 0.1% chance of picking up a coin with both heads, and a 99.9% chance that you pick up a fair coin. You flip your coin and it comes up heads 10 times. What’s the chance that you picked up the fair coin, given the information that you observed?","Events: F = ""picked a fair coin"", T = ""10 heads in a row""
(1) P(F|T) = P(T|F)P(F)/P(T) (Bayes formula)
(2) P(T) = P(T|F)P(F) + P(T|¬F)P(¬F) (total probabilities formula)
Injecting (2) in (1): P(F|T) = P(T|F)P(F)/(P(T|F)P(F) + P(T|¬F)P(¬F)) = 1 / (1 + P(T|¬F)P(¬F)/(P(T|F)P(F)))
Numerically: 1/(1 + 0.001 * 2^10 /0.999).
With 2^10 ≈ 1000 and 0.999 ≈ 1 this simplifies to 1/2",https://github.com/kojino/120-Data-Science-Interview-Questions,,
What is a P-Value ?,"The probability to obtain a similar or more extreme result than observed when the null hypothesis is assumed.
⇒ If the p-value is small, the null hypothesis is unlikely",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"What would be good metrics of success for an advertising-driven consumer product? (Buzzfeed, YouTube, Google Search, etc.) A service-driven consumer product? (Uber, Flickr, Venmo, etc.)","advertising-driven: Pageviews and daily actives, CTR, CPC (cost per click)
click-ads
display-ads
service-driven: number of purchases, conversion rate",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"What would be good metrics of success for a productiv- ity tool? (Evernote, Asana, Google Docs, etc.) A MOOC? (edX, Coursera, Udacity, etc.)","productivity tool: same as premium subscriptions
MOOC: same as premium subscriptions, completion rate",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"What would be good metrics of success for an e-commerce product? (Etsy, Groupon, Birchbox, etc.) A subscrip- tion product? (Net ix, Birchbox, Hulu, etc.) Premium subscriptions? (OKCupid, LinkedIn, Spotify, etc.) ","e-commerce: number of purchases, conversion rate, Hourly, daily, weekly, monthly, quarterly, and annual sales, Cost of goods sold, Inventory levels, Site traffic, Unique visitors versus returning visitors, Customer service phone call count, Average resolution time
subscription
churn, CoCA, ARPU, MRR, LTV
premium subscriptions: ",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"What would be good metrics of success for a consumer product that relies heavily on engagement and interac- tion? (Snapchat, Pinterest, Facebook, etc.) A messaging product? (GroupMe, Hangouts, Snapchat, etc.)","heavily on engagement and interaction: uses AU ratios, email summary by type, and push notification summary by type, resurrection ratio
messaging product: ",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"What would be good metrics of success for a product that o ered in-app purchases? (Zynga, Angry Birds, other gaming apps)","Average Revenue Per Paid User
Average Revenue Per User",https://github.com/kojino/120-Data-Science-Interview-Questions,,
A certain metric is violating your expectations by going down or up more than you expect. How would you try to identify the cause of the change?,"breakdown the KPI’s into what consists them and find where the change is
then further breakdown that basic KPI by channel, user cluster, etc. and relate them with any campaigns, changes in user behaviors in that segment",https://github.com/kojino/120-Data-Science-Interview-Questions,,
Growth for total number of tweets sent has been slow this month. What data would you look at to determine the cause of the problem?,,https://github.com/kojino/120-Data-Science-Interview-Questions,,
You’re a restaurant and are approached by Groupon to run a deal. What data would you ask from them in order to determine whether or not to do the deal?,"for similar restaurants (they should define similarity), average increase in revenue gain per coupon, average increase in customers per coupon",https://github.com/kojino/120-Data-Science-Interview-Questions,,
You are tasked with improving the e ciency of a subway system. Where would you start?,define efficiency,https://github.com/kojino/120-Data-Science-Interview-Questions,,
Say you are working on Facebook News Feed. What would be some metrics that you think are important? How would you make the news each person gets more relevant?,"rate for each action, duration users stay, CTR for sponsor feed posts
ref. News Feed Optimization
Affinity score: how close the content creator and the users are
Weight: weight for the edge type (comment, like, tag, etc.). Emphasis on features the company wants to promote
Time decay: the older the less important",https://github.com/kojino/120-Data-Science-Interview-Questions,,
How would you measure the impact that sponsored stories on Facebook News Feed have on user engagement? How would you determine the optimum balance between sponsored stories and organic content on a user’s News Feed?,AB test on different balance ratio and see ,https://github.com/kojino/120-Data-Science-Interview-Questions,,
You are on the data science team at Uber and you are asked to start thinking about surge pricing. What would be the objectives of such a product and how would you start looking into this?,"there is a gradual step-function type scaling mechanism until that imbalance of requests-to-drivers is alleviated and then vice versa as too many drivers come online enticed by the surge pricing structure. 
I would bet the algorithm is custom tailored and calibrated to each location as price elasticities almost certainly vary across different cities depending on a huge multitude of variables: income, distance/sprawl, traffic patterns, car ownership, etc. With the massive troves of user data that Uber probably has collected, they most likely have tweaked the algos for each city to adjust for these varying sensitivities to surge pricing. Throw in some machine learning and incredibly rich data and you've got yourself an incredible, constantly-evolving algorithm.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
Say that you are Net ix. How would you determine what original series you should invest in and create?,Netflix uses data to estimate the potential market size for an original series before giving it the go-ahead.,https://github.com/kojino/120-Data-Science-Interview-Questions,,
What kind of services would  nd churn (metric that tracks how many customers leave the service) helpful? How would you calculate churn?,subscription based services,https://github.com/kojino/120-Data-Science-Interview-Questions,,
Let’s say that you’re are scheduling content for a content provider on television. How would you determine the best times to schedule content?Â,,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Write a function to calculate all possible assignment vectors of 2n users, where n users are assigned to group 0 (control), and n users are assigned to group 1 (treatment).",Recursive programming (sol in code),https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Given a list of tweets, determine the top 10 most used hashtags.",Store all the hashtags in a dictionary and get the top 10 values,https://github.com/kojino/120-Data-Science-Interview-Questions,,
Program an algorithm to find the best approximate solution to the knapsack problem1 in a given time.,Greedy solution (add the best v/w as much as possible and move on to the next),https://github.com/kojino/120-Data-Science-Interview-Questions,,
Program an algorithm to find the best approximate solution to the travelling salesman problem2 in a given time.,Greedy solution (add the best v/w as much as possible and move on to the next),https://github.com/kojino/120-Data-Science-Interview-Questions,,
"You have a stream of data coming in of size n, but you don’t know what n is ahead of time. Write an algorithm that will take a random sample of k elements. Can you write one that takes O(k) space?",https://en.wikipedia.org/wiki/Reservoir_sampling,https://github.com/kojino/120-Data-Science-Interview-Questions,,
Write an algorithm that can calculate the square root of a number.,"https://www.quora.com/What-is-the-method-to-calculate-a-square-root-by-hand?redirected_qid=664405
https://en.wikipedia.org/wiki/Newton's_method#Square_root_of_a_number",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Given a list of numbers, can you return the outliers?",sort then select the highest and the lowest 2.5%,https://github.com/kojino/120-Data-Science-Interview-Questions,,
When can parallelism make your algorithms run faster?,"When could it make your algorithms run slower?

Ask someone for more details.
compute in parallel when communication cost < computation cost
ensemble trees
minibatch
cross validation
forward propagation
minibatch
not suitable for online learning",https://github.com/kojino/120-Data-Science-Interview-Questions,,
What are the different types of joins? What are the differences between them?,"(INNER) JOIN: Returns records that have matching values in both tables LEFT (OUTER) JOIN: Return all records from the left table, and the matched records from the right table RIGHT (OUTER) JOIN: Return all records from the right table, and the matched records from the left table FULL (OUTER) JOIN: Return all records when there is a match in either left or right table",https://github.com/kojino/120-Data-Science-Interview-Questions,,
Why might a join on a subquery be slow? How might you speed it up?,Change the subquery to a join.,https://github.com/kojino/120-Data-Science-Interview-Questions,,
Describe the difference between primary keys and foreign keys in a SQL database.,Primary keys are columns whose value combinations must be unique in a specific table so that each row can be referenced uniquely. Foreign keys are columns that references columns (often primary keys) in other tables.,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Given a COURSES table with columns course_id and course_name, a FACULTY table with columns faculty_id and faculty_name, and a COURSE_FACULTY table with columns faculty_id and course_id, how would you return a list of faculty who teach a course given the name of a course?",select faculty_name from faculty_id c join (select faculty_id from (select course_id from COURSES where course_name=xxx) as a join COURSE_FACULTY b on a.course_id = b.course_id) d on c.faculty_id = d.faculty_id,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Given a IMPRESSIONS table with ad_id, click (an indicator that the ad was clicked), and date, write a SQL query that will tell me the click-through-rate of each ad by month.","select ad_id, average(click) from IMPRESSIONS group by ad_id, month(date)",https://github.com/kojino/120-Data-Science-Interview-Questions,,
Write a query that returns the name of each department and a count of the number of employees in each:,"EMPLOYEES containing: Emp_ID (Primary key) and Emp_Name
EMPLOYEE_DEPT containing: Emp_ID (Foreign key) and Dept_ID (Foreign key)
DEPTS containing: Dept_ID (Primary key) and Dept_Name

select Dept_Name, count(1) from DEPTS a right join EMPLOYEE_DEPT b on a.Dept_id = b.Dept_id group by Dept_Name",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"In an A/B test, how can you check if assignment to the various buckets was truly random?","Plot the distributions of multiple features for both A and B and make sure that they have the same shape. More rigorously, we can conduct a permutation test to see if the distributions are the same.
MANOVA to compare different means",https://github.com/kojino/120-Data-Science-Interview-Questions,,
" What might be the benefits of running an A/A test, where you have two buckets who are exposed to the exact same product?",Verify the sampling algorithm is random.,https://github.com/kojino/120-Data-Science-Interview-Questions,,
What would be the hazards of letting users sneak a peek at the other bucket in an A/B test?,"The user might not act the same suppose had they not seen the other bucket. You are essentially adding additional variables of whether the user peeked the other bucket, which are not random across groups.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
What would be some issues if blogs decide to cover one of your experimental groups?,Same as the previous question. The above problem can happen in larger scale.,https://github.com/kojino/120-Data-Science-Interview-Questions,,
How would you conduct an A/B test on an opt-in feature? ,Ask someone for more details.,https://github.com/kojino/120-Data-Science-Interview-Questions,,
"How would you run an A/B test for many variants, say 20 or more?","one control, 20 treatment, if the sample size for each group is big enough.
Ways to attempt to correct for this include changing your confidence level (e.g. Bonferroni Correction) or doing family-wide tests before you dive in to the individual metrics (e.g. Fisher's Protected LSD).",https://github.com/kojino/120-Data-Science-Interview-Questions,,
How would you run an A/B test if the observations are extremely right-skewed?,"lower the variability by modifying the KPI
cap values
percentile metrics
log transform
https://www.quora.com/How-would-you-run-an-A-B-test-if-the-observations-are-extremely-right-skewed",https://github.com/kojino/120-Data-Science-Interview-Questions,,
I have two different experiments that both change the sign-up button to my website. I want to test them at the same time. What kinds of things should I keep in mind?,exclusive -> ok,https://github.com/kojino/120-Data-Science-Interview-Questions,,
What is a p-value? What is the di erence between type-1 and type-2 error?,"type-1 error: rejecting Ho when Ho is true

type-2 error: not rejecting Ho when Ha is true",https://github.com/kojino/120-Data-Science-Interview-Questions,,
You are AirBnB and you want to test the hypothesis that a greater number of photographs increases the chances that a buyer selects the listing. How would you test this hypothesis?,"For randomly selected listings with more than 1 pictures, hide 1 random picture for group A, and show all for group B. Compare the booking rate for the two groups.
Ask someone for more details",https://github.com/kojino/120-Data-Science-Interview-Questions,,
How would you design an experiment to determine the impact of latency on user engagement?,"The best way I know to quantify the impact of performance is to isolate just that factor using a slowdown experiment, i.e., add a delay in an A/B test.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
What is maximum likelihood estimation? Could there be any case where it doesn’t exist?,"A method for parameter optimization (fitting a model). We choose parameters so as to maximize the likelihood function (how likely the outcome would happen given the current data and our model).
maximum likelihood estimation (MLE) is a method of estimating the parameters of a statistical model given observations, by finding the parameter values that maximize the likelihood of making the observations given the parameters. MLE can be seen as a special case of the maximum a posteriori estimation (MAP) that assumes a uniform prior distribution of the parameters, or as a variant of the MAP that ignores the prior and which therefore is unregularized.
for gaussian mixtures, non parametric models, it doesn’t exist",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"What’s the di erence between a MAP, MOM, MLE estima- tor? In which cases would you want to use each?","MAP estimates the posterior distribution given the prior distribution and data which maximizes the likelihood function. MLE is a special case of MAP where the prior is uninformative uniform distribution.
MOM sets moment values and solves for the parameters. MOM is not used much anymore because maximum likelihood estimators have higher probability of being close to the quantities to be estimated and are more often unbiased.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
What is a confidence interval and how do you interpret it?,"For example, 95% confidence interval is an interval that when constructed for a set of samples each sampled in the same way, the constructed intervals include the true mean 95% of the time.
if confidence intervals are constructed using a given confidence level in an infinite number of independent experiments, the proportion of those intervals that contain the true value of the parameter will match the confidence level.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
What is unbiasedness as a property of an estimator? Is this always a desirable property when performing inference? What about in data analysis or predictive modeling?,"Unbiasedness means that the expectation of the estimator is equal to the population value we are estimating. This is desirable in inference because the goal is to explain the dataset as accurately as possible. However, this is not always desirable for data analysis or predictive modeling as there is the bias variance tradeoff. We sometimes want to prioritize the generalizability and avoid overfitting by reducing variance and thus increasing bias.",https://github.com/kojino/120-Data-Science-Interview-Questions,,
"Using Python, write a program/function that prints the least integer that is not present in a given list and cannot be represented by the summation of the sub-elements of the list.",,https://medium.com/acing-ai/top-data-science-interview-questions-answers-part-2-20f8c458056d,,
Is more data always better?,"The answer to these kind of questions is to think logically at different levels.

At a fundamental level having more data means additional storage, more computational power and memory requirement. Hence, there is a cost related to more data. Doing a cost to benefit analysis of this scenario can help make an informed decision.

At a more specific level, considering the nature of the data, quality is an important metric. If your data is biased, just getting more data is of no use.

From a model perspective, we need to consider what additional data does to the existing model. If a model suffers from a high bias, more data will not be able to improve test results beyond a limit unless more features are added.",https://medium.com/acing-ai/top-data-science-interview-questions-answers-part-2-20f8c458056d,,
"What is the difference between an inner join, left join/right join, and full join?","For this question lets us take an example of having two database tables:

Contains the name and unique Ids of all the people who love Pizza.
Contains the name and unique Ids of all the people who are software developers.
Inner Join- This consists of people who are software developers and love Pizza at the same time.

Left Join- This consists of all the people who love pizza who may/may not be software developers.

Right Join- This consists of all software developers who may/may not love Pizza.

Full Join- This consists of all the people from both tables.

To read more: Difference between SQL joins",https://medium.com/acing-ai/top-data-science-interview-questions-answers-part-2-20f8c458056d,,
Write a query that returns the name of each department and a count of the number of employees in each.,"EMPLOYEES containing: Emp_ID (Primary key) and Emp_Name
EMPLOYEE_DEPT containing: Emp_ID (Foreign key) and Dept_ID (Foreign key)
DEPTS containing: Dept_ID (Primary key) and Dept_Name

Select Dept_Name, count(1)

from DEPTS a right join EMPLOYEE_DEPT b on a.Dept_id = b.Dept_id

Group By Dept_Name",https://medium.com/acing-ai/top-data-science-interview-questions-answers-part-2-20f8c458056d,,
What is regularization? Explain L1 and L2 regularization.,"Regularization basically adds penalty to a model as complexity increases. Regularization parameter penalizes all the parameters except intercept so that model generalizes the data. This prevents overfitting.

Both L1 and L2 regularization use penalty to avoid overfitting. The major difference between the two is the way penalty is defined. L1 or Lasso and L2 or Ridge regularization will both reduce/remove features from the model when applied.

Lasso Regression adds “absolute value (magnitude)” of coefficient as penalty term to the loss function. Here we use absolute value as highlighted.


Ridge regression adds “squared value (magnitude)” of coefficient as penalty term to the loss function.


Due to their respective coefficients, L1 regularization is more tolerant of outliers. L1 is better with noisy data and used extensively for the same.",https://medium.com/acing-ai/top-data-science-interview-questions-answers-part-2-20f8c458056d,,
Explain the term botnet?,A botnet is a a type of bot running on an IRC network that has been created with a Trojan.,tekslate,,
What is Data Visualization?,Data visualization is a common term that describes any effort to help people understand the significance of data by placing it in a visual context.,tekslate,,
How you can define Data cleaning as a critical part of process?,"Cleaning up data to the point where you can work with it is a huge amount of work. If we’re trying to reconcile a lot of sources of data that we don’t control like in this flight, it can take 80% of our time.",tekslate,,
Point out 7 Ways how Data Scientists use Statistics?,"Design and interpret experiments to inform product decisions.

Build models that predict signal, not noise.

Turn big data a into the big picture

Understand user retention, engagement, conversion, and leads.

Give your users what they want.

Estimate intelligently.

Tell the story with the data.",tekslate,,
Differentiate between Data modeling and Database design?,"Data Modeling – Data modeling (or modeling) in software engineering is the process of creating a data model for an information system by applying formal data modeling techniques.
Database Design- Database design is the system of producing a detailed data model of a database. The term database design can be used to describe many different parts of the design of an overall database system.",tekslate,,
Describe in brief the data Science Process flowchart?,"Data is collected from sensors in the environment.

Data is “cleaned” or it can process to produce a data set (typically a data table) usable for processing.

Exploratory data analysis and statistical modeling may be performed.

A data product is a program such as retailers use to inform new purchases based on purchase history. It may also create data and feed it back into the environment.",tekslate,,
What are Recommender Systems?,"A subclass of information filtering systems that are meant to predict the preferences or ratings that a user would give to a product. Recommender systems are widely used in movies, news, research articles, products, social tags, music, etc.",tekslate,,
Why data cleaning plays a vital role in analysis?,"Cleaning data from multiple sources to transform it into a format that data analysts or data scientists can work with is a cumbersome process because – as the number of data sources increases, the time take to clean the data increases exponentially due to the number of sources and the volume of data generated in these sources. It might take up to 80% of the time for just cleaning data making it a critical part of analysis task.",tekslate,,
What is Linear Regression?,Linear regression is a statistical technique where the score of a variable Y is predicted from the score of a second variable X. X is referred to as the predictor variable and Y as the criterion variable.,tekslate,,
What do you understand by term hash table collisions?,"Hash table (hash map) is a kind of data structure used to implement an associative array, a structure that can map keys to values. Ideally, the hash function will assign each key to a unique bucket, but sometimes it is possible that two keys will generate an identical hash causing both keys to point to the same bucket. It is known as hash collisions.",tekslate,,
Compare and contrast R and SAS?                                                                                                                                                                                                                                                                                                                                                                                                                               ,"SAS is commercial software whereas R is free source and can be downloaded by anyone.
SAS is easy to learn and provide easy option for people who already know SQL whereas R is a low level programming language and hence simple procedures takes longer codes.",tekslate,,
What do you understand by letter ‘R’?,R is a low level language and environment for statistical computing and graphics. It is a GNU project which is similar to the S language and environment which was developed at BELL.,tekslate,,
What is Interpolation and Extrapolation?,Estimating a value from 2 unknown values from a list of values is Interpolation. Extrapolation is approximating a value by extending a known set of values or facts.,tekslate,,
What is Collaborative filtering?,"The process of filtering used by most of the recommender systems to find patterns or information by collaborating viewpoints, various data sources and multiple agents.",tekslate,,
What is the difference between Cluster and Systematic Sampling?,"Cluster sampling is a technique used when it becomes difficult to study the target population spread across a wide area and simple random sampling cannot be applied. Cluster Sample is a probability sample where each sampling unit is a collection, or cluster of elements. Systematic sampling is a statistical technique where elements are selected from an ordered sampling frame. In systematic sampling, the list is progressed in a circular manner so once you reach the end of the list,it is progressed from the top again. The best example for systematic sampling is equal probability method.",tekslate,,
Are expected value and mean value different?,They are not different but the terms are used in different contexts. Mean is generally referred when talking about a probability distribution or sample population whereas expected value is generally referred in a random variable context.,tekslate,,
What does P-value signify about the statistical data?,"P-value is used to determine the significance of results after a hypothesis test in statistics. P-value helps the readers to draw conclusions and is always between 0 and 1.

 -P- Value > 0.05 denotes weak evidence against the null hypothesis which means the null hypothesis cannot be rejected.

-P-value <= 0.05 denotes strong evidence against the null hypothesis which means the null hypothesis can be rejected.

-P-value=0.05is the marginal value indicating it is possible to go either way.",tekslate,,
Do gradient descent methods always converge to same point?,"No, they do not because in some cases it reaches a local minima or a local optima point. You don’t reach the global optima point. It depends on the data and starting conditions.",tekslate,,
What is the goal of A/B Testing?,It is a statistical hypothesis testing for randomized experiment with two variables A and B. The goal of A/B Testing is to identify any changes to the web page to maximize or increase the outcome of an interest. An example for this could be identifying the click through rate for a banner ad.,tekslate,,
What is an Eigenvalue and Eigenvector?,"Eigenvectors are used for understanding linear transformations. In data analysis, we usually calculate the eigenvectors for a correlation or covariance matrix. Eigenvectors are the directions along which a particular linear transformation acts by flipping, compressing or stretching. Eigenvalue can be referred to as the strength of the transformation in the direction of eigenvector or the factor by which the compression occurs.",tekslate,,
How can outlier values be treated?,"Outlier values can be identified by using univariate or any other graphical analysis method. If the number of outlier values is few then they can be assessed individually but for large number of outliers the values can be substituted with either the 99th or the 1st percentile values. All extreme values are not outlier values.The most common ways to treat outlier values –

-To change the value and bring in within a range

-To just remove the value.",tekslate,,
How can you assess a good logistic model?,"There are various methods to assess the results of a logistic regression analysis-

•           Using Classification Matrix to look at the true negatives and false positives.

•           Concordance that helps identify the ability of the logistic model to differentiate between the event happening and not happening.

•           Lift helps assess the logistic model by comparing it with random selection.",tekslate,,
What are various steps involved in an analytics project?,"  Understand the business problem

•           Explore the data and become familiar with it.

•           Prepare the data for modelling by detecting outliers, treating missing values, transforming variables, etc.

•           After data preparation, start running the model, analyse the result and tweak the approach. This is an iterative step till the best possible outcome is achieved.

•           Validate the model using a new data set.

•           Start implementing the model and track the result to analyse the performance of the model over the period of time.",tekslate,,
"During analysis, how do you treat missing values?","The extent of the missing values is identified after identifying the variables with missing values. If any patterns are identified the analyst has to concentrate on them as it could lead to interesting and meaningful business insights. If there are no patterns identified, then the missing values can be substituted with mean or median values (imputation) or they can simply be ignored.There are various factors to be considered when answering this question-

-Understand the problem statement, understand the data and then give the answer.Assigning a default value which can be mean, minimum or maximum value. Getting into the data is important.

-If it is a categorical variable, the default value is assigned. The missing value is assigned a default value.

-If you have a distribution of data coming, for normal distribution give the mean value.

-Should we even treat missing values is another important point to consider? If 80% of the values for a variable are missing then you can answer that you would be dropping the variable instead of treating the missing values.",tekslate,,
What is Machine Learning?,"The simplest way to answer this question is – we give the data and equation to the machine. Ask the machine to look at the data and identify the coefficient values in an equation.

For example for the linear regression y=mx+c, we give the data for the variable x, y and the machine learns about the values of m and c from the data.",tekslate,,
Can you explain the difference between a Test Set and a Validation Set?,"Validation set can be considered as a part of the training set as it is used for parameter selection and to avoid Overfitting of the model being built. On the other hand, test set is used for testing or evaluating the performance of a trained machine leaning model.

In simple terms ,the differences can be summarized as-

Training Set is to fit the parameters i.e. weights.

Test Set is to assess the performance of the model i.e. evaluating the predictive power and generalization.

Validation set is to tune the parameters.",tekslate,,
Python or R – Which one would you prefer for text analytics?,The best possible answer for this would be Python because it has Pandas library that provides easy to use data structures and high performance data analysis tools.,tekslate,,
What is logistic regression? Or State an example when you have used logistic regression recently.,"Logistic Regression often referred as logit model is a technique to predict the binary outcome from a linear combination of predictor variables. For example, if you want to predict whether a particular political leader will win the election or not. In this case, the outcome of prediction is binary i.e. 0 or 1 (Win/Lose). The predictor variables here would be the amount of money spent for election campaigning of a particular candidate, the amount of time spent in campaigning, etc.",tekslate,,
"Differentiate between univariate, bivariate and multivariate analysis.","These are descriptive statistical analysis techniques which can be differentiated based on the number of variables involved at a given point of time. For example, the pie charts of sales based on territory involve only one variable and can be referred to as univariate analysis.

If the analysis attempts to understand the difference between 2 variables at time as in a scatterplot, then it is referred to as bivariate analysis. For example, analysing the volume of sale and a spending can be considered as an example of bivariate analysis.

Analysis that deals with the study of more than two variables to understand the effect of variables on the responses is referred to as multivariate analysis.",tekslate,,
Define some key performance indicators for the product,"After playing around with the product, think about this: what are some of the key metrics that the product might want to optimize? Part of a data scientist’s role in certain companies involve working closely with the product teams to help define, measure, and report on these metrics. This is an exercise you can go through by yourself at home, and can really help during your interview process.",tekslate,,
